user_id,skills,interests,analytical,creative,social,education,experience,target_careers
u451,"Java,Project Management,SQL,UI/UX","Science,Health,Education",0.27,0.67,0.95,Bachelor,7,"Business Analyst,Data Scientist,Software Engineer"
u452,"Creative Writing,Machine Learning,Python,Statistics","Arts,Business,Education",0.69,0.6,0.77,Master,4,"Research Scientist,Financial Analyst"
u453,"Leadership,Project Management,Cloud Computing,Excel",Health,0.23,0.37,0.56,High School,2,"Marketing Specialist,Research Scientist,Software Engineer"
u454,"Project Management,Java,Creative Writing,Leadership","Health,Technology",0.83,0.69,0.22,Bachelor,5,"Business Analyst,Marketing Specialist"
u455,"Statistics,UI/UX,Project Management,Leadership","Education,Health,Science",0.65,0.32,0.43,PhD,9,"Software Engineer,Business Analyst,Data Scientist"
u456,"Statistics,Business Strategy","Sports,Technology",0.95,0.91,0.75,PhD,0,"Research Scientist,Marketing Specialist"
u457,"Machine Learning,Business Strategy","Education,Arts,Business",0.8,0.66,0.57,Master,7,"Marketing Specialist,UX Designer"
u458,"Data Analysis,Leadership,Cloud Computing,Excel","Arts,Management",0.75,0.6,0.5,PhD,8,Data Scientist
u459,"Project Management,SQL,UI/UX,Creative Writing","Science,Education,Health",0.97,0.28,0.45,Bachelor,9,Research Scientist
u460,"SQL,Business Strategy,Machine Learning,Python",Technology,0.53,0.84,0.37,High School,10,"Business Analyst,Research Scientist,Financial Analyst"
u461,"SQL,Machine Learning,Cloud Computing,Data Analysis","Health,Arts,Education",0.44,0.52,0.41,PhD,4,"Product Manager,UX Designer,Business Analyst"
u462,"Cloud Computing,Data Analysis,Business Strategy","Health,Education",0.52,0.35,0.59,PhD,10,"Product Manager,Business Analyst"
u463,"SQL,Java,Machine Learning","Business,Science",0.45,0.61,0.69,Master,3,"Product Manager,Research Scientist"
u464,"Project Management,UI/UX","Science,Health",0.62,0.79,0.58,Bachelor,10,Marketing Specialist
u465,"Machine Learning,Python,Project Management,Data Analysis,Communication","Sports,Science,Technology",0.56,0.87,0.42,PhD,5,Business Analyst
u466,"Creative Writing,Communication,Excel,Cloud Computing","Science,Sports",0.23,0.86,0.3,PhD,2,Business Analyst
u467,"Python,Cloud Computing,SQL,Business Strategy,Java","Education,Business,Sports",0.87,0.4,0.92,Bachelor,7,"Financial Analyst,Business Analyst"
u468,"Machine Learning,SQL","Science,Arts,Management",0.37,0.6,0.75,Master,6,"Financial Analyst,Marketing Specialist,UX Designer"
u469,"Leadership,SQL,Python,Machine Learning,Statistics","Business,Science,Management",0.39,0.5,0.37,PhD,0,Research Scientist
u470,"Machine Learning,Statistics,Communication,Business Strategy,Excel",Management,0.64,0.7,0.57,Bachelor,7,"Business Analyst,Research Scientist,Marketing Specialist"
u471,"Statistics,Data Analysis,Business Strategy,Project Management,Cloud Computing","Health,Education",0.76,0.39,0.71,Bachelor,4,Software Engineer
u472,"Excel,Machine Learning",Education,0.24,0.35,0.76,PhD,10,Business Analyst
u473,"Communication,Business Strategy","Arts,Sports,Business",0.93,0.29,0.72,Bachelor,1,Research Scientist
u474,"Project Management,Statistics,Excel,Leadership",Business,0.42,0.91,0.32,Master,5,"Financial Analyst,Business Analyst,Data Scientist"
u475,"Communication,UI/UX,Cloud Computing,Machine Learning,Leadership",Education,0.73,0.55,0.91,Bachelor,4,Data Scientist
u476,"Leadership,Creative Writing,Statistics,Business Strategy,Excel","Education,Arts",0.42,0.73,0.22,High School,0,"UX Designer,Marketing Specialist,Software Engineer"
u477,"SQL,Data Analysis,UI/UX","Technology,Arts,Health",0.53,0.98,0.68,Bachelor,10,"Marketing Specialist,Data Scientist,Business Analyst"
u478,"Creative Writing,Data Analysis",Business,0.51,0.74,0.52,Bachelor,5,"UX Designer,Financial Analyst"
u479,"Business Strategy,Machine Learning,Creative Writing,UI/UX,Excel","Sports,Education,Science",0.47,0.68,0.43,Master,1,"UX Designer,Research Scientist,Marketing Specialist"
u480,"Business Strategy,Leadership,Statistics,Java","Arts,Management,Health",0.53,0.76,0.33,Master,4,Business Analyst
u481,"Java,Communication,Leadership",Science,0.74,0.77,0.41,High School,1,"Marketing Specialist,Data Scientist,Financial Analyst"
u482,"Cloud Computing,Business Strategy,Statistics","Management,Sports",0.52,0.34,0.65,Master,4,"Data Scientist,Marketing Specialist"
u483,"UI/UX,Machine Learning,Communication,Creative Writing",Education,0.87,0.49,0.93,PhD,8,"UX Designer,Research Scientist,Marketing Specialist"
u484,"Python,Leadership,Cloud Computing,SQL,Data Analysis",Education,0.65,0.23,0.39,Bachelor,8,"Marketing Specialist,UX Designer"
u485,"Data Analysis,Business Strategy,Communication,SQL","Business,Health",0.21,0.49,0.79,PhD,10,"Research Scientist,UX Designer"
u486,"Java,Communication",Health,0.62,0.25,0.53,Bachelor,5,"Software Engineer,UX Designer"
u487,"Project Management,Leadership,Machine Learning",Arts,0.22,0.73,0.94,Master,0,"Data Scientist,Research Scientist,Software Engineer"
u488,"Java,SQL",Business,0.98,0.38,0.66,Bachelor,3,Business Analyst
u489,"Machine Learning,Excel,Creative Writing,Data Analysis,Communication","Arts,Science",0.25,0.63,0.67,High School,0,"Product Manager,Business Analyst,UX Designer"
u490,"Communication,Project Management",Technology,0.54,0.53,0.99,Bachelor,4,"Business Analyst,Marketing Specialist"
u491,"Machine Learning,Cloud Computing,Leadership","Health,Arts",0.5,0.71,0.87,High School,1,UX Designer
u492,"Excel,Machine Learning","Science,Arts,Technology",0.77,0.49,0.82,PhD,7,"Business Analyst,Product Manager,UX Designer"
u493,"Python,Data Analysis,Business Strategy,UI/UX,Cloud Computing","Health,Business,Arts",0.58,0.52,0.73,High School,4,"Product Manager,Research Scientist"
u494,"Business Strategy,Excel,Communication,SQL,Machine Learning",Management,0.57,0.69,0.67,Master,4,"Software Engineer,Business Analyst"
u495,"Creative Writing,Business Strategy,Communication",Health,0.34,0.76,0.84,Bachelor,1,"Software Engineer,Product Manager,Business Analyst"
u496,"Leadership,SQL,Business Strategy","Business,Management",0.39,0.25,0.52,Bachelor,6,"Research Scientist,Data Scientist,UX Designer"
u497,"Communication,Project Management,UI/UX,Python,Java",Business,0.89,0.7,0.25,Bachelor,8,"Research Scientist,Software Engineer"
u498,"SQL,Excel,Communication,Business Strategy",Arts,0.95,0.48,0.23,PhD,2,"Research Scientist,Business Analyst,UX Designer"
u499,"Excel,Communication,UI/UX,Machine Learning,Business Strategy","Sports,Technology,Management",0.86,0.65,0.36,Bachelor,1,"Marketing Specialist,Data Scientist"
u500,"Creative Writing,Business Strategy","Education,Arts",0.93,0.43,0.89,Bachelor,4,"Business Analyst,Financial Analyst,Data Scientist"
